"ID","Size","LastName","FirstName","E.mail.address","ReportDate","Direction","Phone","ReportingSource","District","County_Name","Facility_Type","County","Alignment","Route","Postmile","Species","Gender","Age","Latitude","Longitude","Datum","NearestLandmark","Comments","selected","Posted_On","LastUpdated_On","x_coord","y_coord","StatusOfRoadkill","endangeredSpecies","PostmileR","LON.y","LAT.y"
21,NA,"","",NA,"7/26/1994","",NA,"Woodfords",10,"Alpine(ALP)","","ALP","",89,20,"Deer","","","",NA,NA,"","","No","","",-119.94407,38.24327,"",FALSE,20,-119.815449,38.760368
22,NA,"","",NA,"7/27/1994","",NA,"Woodfords",10,"Alpine(ALP)","","ALP","",89,12.5,"Deer","","","",NA,NA,"","","No","","",-119.92534,38.22027,"",FALSE,12.5,-119.753516,38.685219
23,NA,"","",NA,"8/11/1994","",NA,"Woodfords",10,"Alpine(ALP)","","ALP","",89,22.5,"Deer","","","",NA,NA,"","","No","","",-119.97616,38.25284,"",FALSE,22.5,-119.923024,38.793271
24,NA,"","",NA,"8/15/1994","",NA,"Woodfords",10,"Alpine(ALP)","","ALP","",89,17.1,"Deer","","","",NA,NA,"","","No","","",-119.93855,38.23173,"",FALSE,17.1,-119.798101,38.72228
25,NA,"","",NA,"8/17/1994","",NA,"Woodfords",10,"Alpine(ALP)","","ALP","",88,14.1,"Deer","","","",NA,NA,"","","No","","",-119.97164,38.24738,"",FALSE,14.1,-119.906333,38.774479
26,NA,"","",NA,"8/22/1994","",NA,"Woodfords",10,"Alpine(ALP)","","ALP","",88,18,"Deer","","","",NA,NA,"","","No","","",-119.95274,38.24546,"",FALSE,18,-119.8436,38.768009
27,NA,"","",NA,"9/24/1994","",NA,"Woodfords",10,"Alpine(ALP)","","ALP","",89,23.5,"Deer","","","",NA,NA,"","","No","","",-119.98114,38.25171,"",FALSE,23.5,-119.938151,38.788453
28,NA,"","",NA,"10/10/1994","",NA,"Woodfords",10,"Alpine(ALP)","","ALP","",89,22.5,"Deer","","","",NA,NA,"","","No","","",-119.97616,38.25284,"",FALSE,22.5,-119.923024,38.793271
29,NA,"","",NA,"10/19/1994","",NA,"Woodfords",10,"Alpine(ALP)","","ALP","",89,20.2,"Deer","","","",NA,NA,"","","No","","",-119.94407,38.24416,"",FALSE,20.2,-119.81525,38.763383
30,NA,"","",NA,"10/19/1994","",NA,"Woodfords",10,"Alpine(ALP)","","ALP","",88,21.5,"Deer","","","",NA,NA,"","","No","","",-119.93802,38.25483,"",FALSE,21.5,-119.796391,38.798013
32,NA,"","",NA,"11/10/1994","",NA,"Woodfords",10,"Alpine(ALP)","","ALP","",89,16,"Deer","","","",NA,NA,"","","No","","",-119.93653,38.22727,"",FALSE,16,-119.790468,38.707872
35,NA,"","",NA,"2/21/1995","",NA,"Woodfords",10,"Alpine(ALP)","","ALP","",89,20.5,"Deer","","","",NA,NA,"","","No","","",-119.94446,38.24537,"",FALSE,20.5,-119.816574,38.767758
36,NA,"","",NA,"4/5/1997","",NA,"Woodfords",10,"Alpine(ALP)","","ALP","",88,21.2,"Deer","","","",NA,NA,"","","No","","",-119.93936,38.25406,"",FALSE,21.2,-119.800684,38.795218
37,NA,"","",NA,"4/20/1997","",NA,"Woodfords",10,"Alpine(ALP)","","ALP","",88,22.4,"Deer","","","",NA,NA,"","","No","","",-119.93377,38.25697,"",FALSE,22.4,-119.781624,38.805147
38,NA,"","",NA,"5/4/1997","",NA,"Woodfords",10,"Alpine(ALP)","","ALP","",88,21.6,"Deer","","","",NA,NA,"","","No","","",-119.93754,38.25506,"",FALSE,21.6,-119.794773,38.798851
39,NA,"","",NA,"5/13/1997","",NA,"Woodfords",10,"Alpine(ALP)","","ALP","",88,22.9,"Deer","","","",NA,NA,"","","No","","",-119.93317,38.25907,"",FALSE,22.9,-119.779181,38.812628
40,NA,"","",NA,"6/2/1997","",NA,"Woodfords",10,"Alpine(ALP)","","ALP","",88,10.1,"Deer","","","",NA,NA,"","","No","","",-119.98598,38.23567,"",FALSE,10.1,-119.949534,38.74029
41,NA,"","",NA,"6/2/1997","",NA,"Woodfords",10,"Alpine(ALP)","","ALP","",88,10.1,"Deer","","","",NA,NA,"","","No","","",-119.98598,38.23567,"",FALSE,10.1,-119.949534,38.74029
42,NA,"","",NA,"6/3/1997","",NA,"Woodfords",10,"Alpine(ALP)","","ALP","",88,8.5,"Deer","","","",NA,NA,"","","No","","",-119.98833,38.22532,"",FALSE,8.5,-119.95473,38.714837
43,NA,"","",NA,"6/4/1997","",NA,"Woodfords",10,"Alpine(ALP)","","ALP","",88,8.4,"Deer","","","",NA,NA,"","","No","","",-119.98874,38.22473,"",FALSE,8.4,-119.955343,38.713236
44,NA,"","",NA,"6/11/1997","",NA,"Woodfords",10,"Alpine(ALP)","","ALP","",88,10,"Deer","","","",NA,NA,"","","No","","",-119.98619,38.23502,"",FALSE,10,-119.950684,38.739022
45,NA,"","",NA,"6/17/1997","",NA,"Woodfords",10,"Alpine(ALP)","","ALP","",88,20,"Deer","","","",NA,NA,"","","No","","",-119.94448,38.25063,"",FALSE,20,-119.816544,38.7847
46,NA,"","",NA,"6/27/1997","",NA,"Woodfords",10,"Alpine(ALP)","","ALP","",88,9,"Deer","","","",NA,NA,"","","No","","",-119.9867,38.2284,"",FALSE,9,-119.953905,38.72321
48,NA,"","",NA,"10/6/1997","",NA,"Woodfords",10,"Alpine(ALP)","","ALP","",88,22.5,"Deer","","","",NA,NA,"","","No","","",-119.93348,38.25734,"",FALSE,22.5,-119.780376,38.80646
49,NA,"","",NA,"10/7/1997","",NA,"Woodfords",10,"Alpine(ALP)","","ALP","",4,26.3,"Deer","","","",NA,NA,"","","No","","",-119.9292,38.1966,"",FALSE,26.3,-119.764759,38.609779
50,NA,"","",NA,"10/9/1997","",NA,"Woodfords",10,"Alpine(ALP)","","ALP","",4,26.3,"Deer","","","",NA,NA,"","","No","","",-119.9292,38.1966,"",FALSE,26.3,-119.764759,38.609779
51,NA,"","",NA,"10/12/1997","",NA,"Woodfords",10,"Alpine(ALP)","","ALP","",89,11.5,"Deer","","","",NA,NA,"","","No","","",-119.92113,38.21805,"",FALSE,11.5,-119.740196,38.678148
52,NA,"","",NA,"10/20/1997","",NA,"Woodfords",10,"Alpine(ALP)","","ALP","",89,20,"Deer","","","",NA,NA,"","","No","","",-119.94407,38.24327,"",FALSE,20,-119.815449,38.760368
53,NA,"","",NA,"11/22/1997","",NA,"Woodfords",10,"Alpine(ALP)","","ALP","",88,21,"Deer","","","",NA,NA,"","","No","","",-119.9402,38.25348,"",FALSE,21,-119.803329,38.793461
54,NA,"","",NA,"12/4/1997","",NA,"Woodfords",10,"Alpine(ALP)","","ALP","",88,23,"Deer","","","",NA,NA,"","","No","","",-119.93318,38.25951,"",FALSE,23,-119.779158,38.814073
55,NA,"","",NA,"12/14/1997","",NA,"Woodfords",10,"Alpine(ALP)","","ALP","",88,21,"Deer","","","",NA,NA,"","","No","","",-119.9402,38.25348,"",FALSE,21,-119.803329,38.793461
56,NA,"","",NA,"1/27/1998","",NA,"Woodfords",10,"Alpine(ALP)","","ALP","",89,20.6,"Deer","","","",NA,NA,"","","No","","",-119.94468,38.24578,"",FALSE,20.6,-119.81733,38.769158
57,NA,"","",NA,"2/4/1998","",NA,"Woodfords",10,"Alpine(ALP)","","ALP","",89,20.5,"Deer","","","",NA,NA,"","","No","","",-119.94446,38.24537,"",FALSE,20.5,-119.816574,38.767758
60,NA,"","",NA,"4/11/1998","",NA,"Woodfords",10,"Alpine(ALP)","","ALP","",89,20.2,"Deer","","","",NA,NA,"","","No","","",-119.94407,38.24416,"",FALSE,20.2,-119.81525,38.763383
61,NA,"","",NA,"5/1/1998","",NA,"Woodfords",10,"Alpine(ALP)","","ALP","",88,21.5,"Deer","","","",NA,NA,"","","No","","",-119.93802,38.25483,"",FALSE,21.5,-119.796391,38.798013
62,NA,"","",NA,"5/2/1998","",NA,"Woodfords",10,"Alpine(ALP)","","ALP","",88,23.25,"Deer","","","",NA,NA,"","","No","","",-119.93319,38.26062,"",FALSE,23.2,-119.77915,38.816968
63,NA,"","",NA,"5/8/1998","",NA,"Woodfords",10,"Alpine(ALP)","","ALP","",88,18.8,"Deer","","","",NA,NA,"","","No","","",-119.94872,38.24697,"",FALSE,18.8,-119.830484,38.772681
64,NA,"","",NA,"5/12/1998","",NA,"Woodfords",10,"Alpine(ALP)","","ALP","",89,12.5,"Deer","","","",NA,NA,"","","No","","",-119.92534,38.22027,"",FALSE,12.5,-119.753516,38.685219
65,NA,"","",NA,"6/16/1998","",NA,"Woodfords",10,"Alpine(ALP)","","ALP","",88,21,"Deer","","","",NA,NA,"","","No","","",-119.9402,38.25348,"",FALSE,21,-119.803329,38.793461
66,NA,"","",NA,"5/30/1997","",NA,"West Point",10,"Calaveras(CAL)","","CAL","",26,27.5,"Deer","","","",NA,NA,"","","No","","",-120.17506,38.12027,"",FALSE,27.5,-120.581439,38.356004
67,NA,"","",NA,"6/1/1997","",NA,"West Point",10,"Calaveras(CAL)","","CAL","",49,24,"Deer","","","",NA,NA,"","","No","","",-120.21886,38.08777,"",FALSE,24,-120.719407,38.247693
68,NA,"","",NA,"7/25/1997","",NA,"West Point",10,"Amador(AMA)","","AMA","",26,0.5,"Deer","","","",NA,NA,"","","No","","",-120.16686,38.14016,"",FALSE,0.5,-120.549185,38.42157
69,NA,"","",NA,"7/28/1997","",NA,"West Point",10,"Calaveras(CAL)","","CAL","",49,25.2,"Deer","","","",NA,NA,"","","No","","",-120.21751,38.09263,"",FALSE,25.2,-120.715212,38.264611
70,NA,"","",NA,"7/28/1997","",NA,"West Point",10,"Calaveras(CAL)","","CAL","",49,25.3,"Deer","","","",NA,NA,"","","No","","",-120.21761,38.09306,"",FALSE,25.3,-120.715733,38.266076
71,NA,"","",NA,"8/4/1997","",NA,"West Point",10,"Amador(AMA)","","AMA","",26,2.6,"Deer","","","",NA,NA,"","","No","","",-120.17669,38.13895,"",FALSE,2.6,-120.581875,38.418198
72,NA,"","",NA,"8/4/1997","",NA,"West Point",10,"Calaveras(CAL)","","CAL","",26,27,"Deer","","","",NA,NA,"","","No","","",-120.17709,38.1184,"",FALSE,27,-120.582501,38.349288
73,NA,"","",NA,"8/4/1997","",NA,"West Point",10,"Calaveras(CAL)","","CAL","",26,27.6,"Deer","","","",NA,NA,"","","No","","",-120.17431,38.12058,"",FALSE,27.6,-120.579793,38.356154
74,NA,"","",NA,"10/14/1997","",NA,"West Point",10,"Amador(AMA)","","AMA","",49,20.6,"Deer","","","",NA,NA,"","","No","","",-120.25696,38.17335,"",FALSE,20.6,-120.847292,38.529685
75,NA,"","",NA,"10/14/1997","",NA,"West Point",10,"Amador(AMA)","","AMA","",26,3.8,"Deer","","","",NA,NA,"","","No","","",-120.18109,38.13893,"",FALSE,3.8,-120.596859,38.417601
76,NA,"","",NA,"10/30/1997","",NA,"West Point",10,"Calaveras(CAL)","","CAL","",49,24.1,"Deer","","","",NA,NA,"","","No","","",-120.21873,38.08819,"",FALSE,24.1,-120.719047,38.249217
77,NA,"","",NA,"10/30/1997","",NA,"West Point",10,"Calaveras(CAL)","","CAL","",26,16.5,"Deer","","","",NA,NA,"","","No","","",-120.22025,38.09877,"",FALSE,16.5,-120.72395,38.285613
78,NA,"","",NA,"11/3/1997","",NA,"West Point",10,"Calaveras(CAL)","","CAL","",49,24,"Deer","","","",NA,NA,"","","No","","",-120.21886,38.08777,"",FALSE,24,-120.719407,38.247693
79,NA,"","",NA,"12/1/1997","",NA,"West Point",10,"Amador(AMA)","","AMA","",26,3.2,"Deer","","","",NA,NA,"","","No","","",-120.17928,38.13773,"",FALSE,3.2,-120.590179,38.414098
80,NA,"","",NA,"12/1/1997","",NA,"West Point",10,"Calaveras(CAL)","","CAL","",26,19.7,"Deer","","","",NA,NA,"","","No","","",-120.20693,38.10364,"",FALSE,19.7,-120.681376,38.300886
81,NA,"","",NA,"12/4/1997","",NA,"West Point",10,"Calaveras(CAL)","","CAL","",26,27.4,"Deer","","","",NA,NA,"","","No","","",-120.17591,38.12024,"",FALSE,27.4,-120.583015,38.35554
82,NA,"","",NA,"12/4/1997","",NA,"West Point",10,"Calaveras(CAL)","","CAL","",12,14.5,"Deer","","","",NA,NA,"","","No","","",-120.22917,38.07659,"",FALSE,14.5,-120.753418,38.212352
83,NA,"","",NA,"12/12/1997","",NA,"West Point",10,"Calaveras(CAL)","","CAL","",26,36.6,"Deer","","","",NA,NA,"","","No","","",-120.16766,38.13719,"",FALSE,36.6,-120.551644,38.412401
84,NA,"","",NA,"12/14/1997","",NA,"West Point",10,"Calaveras(CAL)","","CAL","",26,23.6,"Deer","","","",NA,NA,"","","No","","",-120.19094,38.11261,"",FALSE,23.6,-120.628082,38.331069
85,NA,"","",NA,"12/19/1997","",NA,"West Point",10,"Calaveras(CAL)","","CAL","",26,36.6,"Deer","","","",NA,NA,"","","No","","",-120.16766,38.13719,"",FALSE,36.6,-120.551644,38.412401
86,NA,"","",NA,"12/19/1997","",NA,"West Point",10,"Calaveras(CAL)","","CAL","",12,0.63,"Deer","","","",NA,NA,"","","No","","",-120.29837,38.07246,"",FALSE,0.6,-120.980733,38.197901
87,NA,"","",NA,"12/24/1997","",NA,"West Point",10,"Amador(AMA)","","AMA","",26,3.2,"Deer","","","",NA,NA,"","","No","","",-120.17928,38.13773,"",FALSE,3.2,-120.590179,38.414098
88,NA,"","",NA,"1/2/1998","",NA,"West Point",10,"Amador(AMA)","","AMA","",26,3.2,"Deer","","","",NA,NA,"","","No","","",-120.17928,38.13773,"",FALSE,3.2,-120.590179,38.414098
89,NA,"","",NA,"1/2/1998","",NA,"West Point",10,"Calaveras(CAL)","","CAL","",49,28,"Deer","","","",NA,NA,"","","No","","",-120.21599,38.1033,"",FALSE,28,-120.710609,38.300052
90,NA,"","",NA,"1/5/1998","",NA,"West Point",10,"Amador(AMA)","","AMA","",26,2.5,"Deer","","","",NA,NA,"","","No","","",-120.17649,38.13935,"",FALSE,2.5,-120.580899,38.419575
91,NA,"","",NA,"1/9/1998","",NA,"West Point",10,"Amador(AMA)","","AMA","",26,2,"Deer","","","",NA,NA,"","","No","","",-120.17416,38.13986,"",FALSE,2,-120.573185,38.42038
92,NA,"","",NA,"1/9/1998","",NA,"West Point",10,"Calaveras(CAL)","","CAL","",26,34.36,"Deer","","","",NA,NA,"","","No","","",-120.16025,38.13253,"",FALSE,34.4,-120.527523,38.3974
93,NA,"","",NA,"1/19/1998","",NA,"West Point",10,"Calaveras(CAL)","","CAL","",26,24.1,"Deer","","","",NA,NA,"","","No","","",-120.18858,38.11346,"",FALSE,24.1,-120.620475,38.333817
94,NA,"","",NA,"3/14/1998","",NA,"West Point",10,"Calaveras(CAL)","","CAL","",49,28,"Deer","","","",NA,NA,"","","No","","",-120.21599,38.1033,"",FALSE,28,-120.710609,38.300052
95,NA,"","",NA,"3/16/1998","",NA,"West Point",10,"Calaveras(CAL)","","CAL","",49,23.7,"Deer","","","",NA,NA,"","","No","","",-120.219,38.08647,"",FALSE,23.7,-120.71825,38.243579
96,NA,"","",NA,"3/17/1998","",NA,"West Point",10,"Calaveras(CAL)","","CAL","",49,24,"Deer","","","",NA,NA,"","","No","","",-120.21886,38.08777,"",FALSE,24,-120.719407,38.247693
97,NA,"","",NA,"4/2/1998","",NA,"West Point",10,"Calaveras(CAL)","","CAL","",26,29,"Deer","","","",NA,NA,"","","No","","",-120.16863,38.12371,"",FALSE,29,-120.559755,38.365331
98,NA,"","",NA,"4/9/1998","",NA,"West Point",10,"Calaveras(CAL)","","CAL","",26,3.38,"Deer","","","",NA,NA,"","","No","","",-120.27227,38.04737,"",FALSE,3.4,-120.893227,38.115666
99,NA,"","",NA,"4/11/1998","",NA,"West Point",10,"Calaveras(CAL)","","CAL","",49,23,"Deer","","","",NA,NA,"","","No","","",-120.21622,38.08456,"",FALSE,23,-120.71068,38.237787
100,NA,"","",NA,"4/12/1998","",NA,"West Point",10,"Calaveras(CAL)","","CAL","",26,29,"Deer","","","",NA,NA,"","","No","","",-120.16863,38.12371,"",FALSE,29,-120.559755,38.365331
101,NA,"","",NA,"4/29/1998","",NA,"West Point",10,"Calaveras(CAL)","","CAL","",26,28.4,"Deer","","","",NA,NA,"","","No","","",-120.1701,38.12283,"",FALSE,28.4,-120.567576,38.360366
102,NA,"","",NA,"4/30/1998","",NA,"West Point",10,"Calaveras(CAL)","","CAL","",49,28.3,"Deer","","","",NA,NA,"","","No","","",-120.21752,38.10276,"",FALSE,28.3,-120.715652,38.298268
103,NA,"","",NA,"5/1/1998","",NA,"West Point",10,"Calaveras(CAL)","","CAL","",49,28.3,"Deer","","","",NA,NA,"","","No","","",-120.21752,38.10276,"",FALSE,28.3,-120.715652,38.298268
104,NA,"","",NA,"5/11/1998","",NA,"West Point",10,"Calaveras(CAL)","","CAL","",26,19.5,"Deer","","","",NA,NA,"","","No","","",-120.20779,38.10322,"",FALSE,19.5,-120.684438,38.300012
105,NA,"","",NA,"8/5/1998","",NA,"West Point",10,"Calaveras(CAL)","","CAL","",49,25.4,"Deer","","","",NA,NA,"","","No","","",-120.21766,38.0935,"",FALSE,25.4,-120.715992,38.267605
106,NA,"","",NA,"8/5/1998","",NA,"West Point",10,"Calaveras(CAL)","","CAL","",26,28.5,"Deer","","","",NA,NA,"","","No","","",-120.17004,38.12322,"",FALSE,28.5,-120.566327,38.361442
107,NA,"","",NA,"8/7/1998","",NA,"West Point",10,"Calaveras(CAL)","","CAL","",49,24,"Deer","","","",NA,NA,"","","No","","",-120.21886,38.08777,"",FALSE,24,-120.719407,38.247693
108,NA,"","",NA,"8/12/1998","",NA,"West Point",10,"Calaveras(CAL)","","CAL","",26,26,"Deer","","","",NA,NA,"","","No","","",-120.17996,38.11515,"",FALSE,26,-120.592327,38.33946
109,NA,"","",NA,"8/13/1998","",NA,"West Point",10,"Calaveras(CAL)","","CAL","",26,24.5,"Deer","","","",NA,NA,"","","No","","",-120.187,38.11455,"",FALSE,24.5,-120.614963,38.337378
110,NA,"","",NA,"8/14/1998","",NA,"West Point",10,"Calaveras(CAL)","","CAL","",26,26.5,"Deer","","","",NA,NA,"","","No","","",-120.17784,38.1161,"",FALSE,26.5,-120.585371,38.342622
111,NA,"","",NA,"11/12/1998","",NA,"West Point",10,"Calaveras(CAL)","","CAL","",49,24,"Deer","","","",NA,NA,"","","No","","",-120.21886,38.08777,"",FALSE,24,-120.719407,38.247693
112,NA,"","",NA,"11/12/1998","",NA,"West Point",10,"Calaveras(CAL)","","CAL","",49,29.7,"Deer","","","",NA,NA,"","","No","","",-120.22226,38.1042,"",FALSE,29.7,-120.731096,38.302308
113,NA,"","",NA,"11/12/1998","",NA,"West Point",10,"Calaveras(CAL)","","CAL","",26,32,"Deer","","","",NA,NA,"","","No","","",-120.16439,38.1271,"",FALSE,32,-120.54489,38.378594
114,NA,"","",NA,"11/12/1998","",NA,"West Point",10,"Calaveras(CAL)","","CAL","",12,4,"Deer","","","",NA,NA,"","","No","","",-120.28351,38.06647,"",FALSE,4,-120.931723,38.178117
115,NA,"","",NA,"11/15/1998","",NA,"West Point",10,"Amador(AMA)","","AMA","",26,3.1,"Deer","","","",NA,NA,"","","No","","",-120.17879,38.13794,"",FALSE,3.1,-120.588579,38.414674
116,NA,"","",NA,"11/30/1998","",NA,"West Point",10,"Calaveras(CAL)","","CAL","",49,23.5,"Deer","","","",NA,NA,"","","No","","",-120.21813,38.08598,"",FALSE,23.5,-120.715281,38.242549
117,NA,"","",NA,"10/20/1986","",NA,"Sonora",10,"Tuolumne(TUO)","","TUO","",108,45.5,"Deer","","","",NA,NA,"","","No","","",-119.97735,38.11188,"",FALSE,45.5,-119.927953,38.331101
118,NA,"","",NA,"11/12/1986","",NA,"Sonora",10,"Tuolumne(TUO)","","TUO","",108,11.5,"Deer","","","",NA,NA,"","","No","","",-120.06871,38.02164,"",FALSE,11.5,-120.221679,38.03788
119,NA,"","",NA,"12/11/1986","",NA,"Sonora",10,"Tuolumne(TUO)","","TUO","",108,10,"Deer","","","",NA,NA,"","","No","","",-120.07375,38.01828,"",FALSE,10,-120.240631,38.022727
120,NA,"","",NA,"12/16/1986","",NA,"Sonora",10,"Tuolumne(TUO)","","TUO","",108,10,"Deer","","","",NA,NA,"","","No","","",-120.07375,38.01828,"",FALSE,10,-120.240631,38.022727
121,NA,"","",NA,"12/16/1986","",NA,"Sonora",10,"Tuolumne(TUO)","","TUO","",108,11,"Deer","","","",NA,NA,"","","No","","",-120.07019,38.02033,"",FALSE,11,-120.226744,38.031692
122,NA,"","",NA,"12/17/1986","",NA,"Sonora",10,"Tuolumne(TUO)","","TUO","",108,12.9,"Deer","","","",NA,NA,"","","No","","",-120.06503,38.02476,"",FALSE,12.9,-120.209803,38.045162
123,NA,"","",NA,"12/29/1986","",NA,"Sonora",10,"Tuolumne(TUO)","","TUO","",108,12,"Deer","","","",NA,NA,"","","No","","",-120.06705,38.02324,"",FALSE,12,-120.215408,38.042077
124,NA,"","",NA,"11/25/1996","",NA,"Sonora",10,"Tuolumne(TUO)","","TUO","",120,1.5,"Deer","","","",NA,NA,"","","No","","",-120.1905,37.96336,"",FALSE,1.5,-120.621912142857,37.841440047619
125,NA,"","",NA,"12/2/1996","",NA,"Sonora",10,"Tuolumne(TUO)","","TUO","",49,15,"Deer","","","",NA,NA,"","","No","","",-120.12817,37.99861,"",FALSE,15,-120.418721,37.958082
126,NA,"","",NA,"12/2/1996","",NA,"Sonora",10,"Tuolumne(TUO)","","TUO","",49,16,"Deer","","","",NA,NA,"","","No","","",-120.12347,38.00016,"",FALSE,16,-120.402087,37.962941
127,NA,"","",NA,"12/24/1996","",NA,"Sonora",10,"Tuolumne(TUO)","","TUO","",49,13,"Deer","","","",NA,NA,"","","No","","",-120.13432,37.99224,"",FALSE,13,-120.440424,37.936785
128,NA,"","",NA,"1/8/1997","",NA,"Sonora",10,"Tuolumne(TUO)","","TUO","",49,19,"Deer","","","",NA,NA,"","","No","","",NA,NA,"",FALSE,19,-120.383632,37.997354
129,NA,"","",NA,"1/9/1997","",NA,"Sonora",10,"Tuolumne(TUO)","","TUO","",108,3,"Deer","","","",NA,NA,"","","No","","",-120.1034,38.00488,"",FALSE,3,-120.343757,37.978445
130,NA,"","",NA,"1/21/1997","",NA,"Sonora",10,"Tuolumne(TUO)","","TUO","",49,19.6,"Deer","","","",NA,NA,"","","No","","",-120.11781,38.01315,"",FALSE,19.6,-120.386404,38.005342
131,NA,"","",NA,"1/21/1997","",NA,"Sonora",10,"Tuolumne(TUO)","","TUO","",49,21,"Deer","","","",NA,NA,"","","No","","",-120.12384,38.01488,"",FALSE,21,-120.406241,38.010868
132,NA,"","",NA,"1/28/1997","",NA,"Sonora",10,"Tuolumne(TUO)","","TUO","",108,19.6,"Deer","","","",NA,NA,"","","No","","",-120.03747,38.04417,"",FALSE,19.6,-120.122788,38.109976
133,NA,"","",NA,"1/28/1997","",NA,"Sonora",10,"Tuolumne(TUO)","","TUO","",49,19.2,"Deer","","","",NA,NA,"","","No","","",-120.11698,38.01155,"",FALSE,19.2,-120.383555,38.000246
